Cement (kg/m3),Water/Binder Ratio,Fine Aggregate (kg/m3),Coarse Aggregate (kg/m3),Recycled course aggregate percentage (%),SCM (kg/m3),Superplasticizer (kg/m3),Natural  fiber (%),Fiber Type,Length (mm),Age (day),Split Tensile Strength (MPa)
380.0,0.35,950.0,650.0,50,0.0,8.0,0.0,0,0,7,3.17
380.0,0.35,950.0,650.0,50,0.0,8.0,0.0,0,0,28,3.601
375.0,0.51,815.0,995.0,0,0.0,0.0,0.0,0,0,28,2.35
315.0,0.6,885.0,980.0,0,0.0,0.0,0.0,0,0,28,2.5
260.0,0.73,1000.0,925.0,0,0.0,0.0,0.0,0,0,28,2.3
410.0,0.5,835.0,870.0,100,0.0,0.0,0.0,0,0,28,2.5
340.0,0.6,960.0,820.0,100,0.0,0.0,0.0,0,0,28,2.15
350.0,0.5,752.0,1065.0,0,0.0,1.05,0.0,0,0,28,2.8
350.0,0.5,752.0,1065.0,100,0.0,1.05,0.0,0,0,28,2.5
280.0,0.5,752.0,1065.0,100,70.0,0.84,0.0,0,0,28,2.4
280.0,0.5,752.0,1065.0,100,70.0,0.84,0.0,0,0,28,3.0
280.0,0.5,752.0,1065.0,100,70.0,0.84,0.0,0,0,28,2.7
400.0,0.52,662.0,1014.0,0,0.0,0.0,0.0,0,0,7,3.6
400.0,0.52,662.0,1016.0,15,0.0,0.0,0.0,0,0,7,3.3
400.0,0.52,662.0,995.0,30,0.0,0.0,0.0,0,0,7,3.3
400.0,0.52,662.0,956.0,60,0.0,0.0,0.0,0,0,7,3.2
400.0,0.52,662.0,903.0,100,0.0,0.0,0.0,0,0,7,3.5
400.0,0.52,662.0,1014.0,0,0.0,0.0,0.0,0,0,28,3.7
400.0,0.52,662.0,1016.0,15,0.0,0.0,0.0,0,0,28,3.7
400.0,0.52,662.0,995.0,30,0.0,0.0,0.0,0,0,28,3.6
400.0,0.52,662.0,956.0,60,0.0,0.0,0.0,0,0,28,3.4
400.0,0.52,662.0,903.0,100,0.0,0.0,0.0,0,0,28,3.3
400.0,0.52,662.0,1014.0,0,0.0,0.0,0.0,0,0,90,3.9
400.0,0.52,662.0,1016.0,15,0.0,0.0,0.0,0,0,90,3.9
400.0,0.52,662.0,995.0,30,0.0,0.0,0.0,0,0,90,3.9
400.0,0.52,662.0,956.0,60,0.0,0.0,0.0,0,0,90,3.7
400.0,0.52,662.0,903.0,100,0.0,0.0,0.0,0,0,90,3.6
400.0,0.52,662.0,1014.0,0,0.0,0.0,0.0,0,0,180,4.1
400.0,0.52,662.0,1016.0,15,0.0,0.0,0.0,0,0,180,4.1
400.0,0.52,662.0,995.0,30,0.0,0.0,0.0,0,0,180,4.0
400.0,0.52,662.0,956.0,60,0.0,0.0,0.0,0,0,180,3.9
400.0,0.52,662.0,903.0,100,0.0,0.0,0.0,0,0,180,3.9
380.0,0.44,784.0,1025.0,0,0.0,2.69,0.0,0,0,7,3.2
380.0,0.44,784.0,1025.0,0,0.0,2.69,0.0,0,0,28,3.8
380.0,0.44,784.0,1025.0,0,0.0,2.69,0.0,0,0,172,4.1
380.0,0.44,784.0,1025.0,0,0.0,2.69,0.0,0,0,193,4.1
380.0,0.44,784.0,1025.0,0,0.0,2.69,0.0,0,0,255,4.2
380.0,0.44,784.0,1025.0,0,0.0,2.69,0.0,0,0,345,4.3
300.0,0.4,763.0,1366.0,0,0.0,0.0,0.0,0,0,28,3.95162
300.0,0.4,763.0,1315.0,25,0.0,0.0,0.0,0,0,28,3.73846
300.0,0.4,763.0,1253.0,50,0.0,0.0,0.0,0,0,28,3.41606
300.0,0.4,763.0,1150.0,100,0.0,0.0,0.0,0,0,28,3.26152
350.0,0.4,728.0,1304.0,0,0.0,0.0,0.0,0,0,28,4.56445
350.0,0.4,728.0,1258.0,25,0.0,0.0,0.0,0,0,28,4.39659
350.0,0.4,728.0,1202.0,50,0.0,0.0,0.0,0,0,28,4.16744
350.0,0.4,728.0,1090.0,100,0.0,0.0,0.0,0,0,28,3.76777
450.0,0.4,658.0,1179.0,0,0.0,0.0,0.0,0,0,28,5.60627
450.0,0.4,658.0,1134.0,25,0.0,0.0,0.0,0,0,28,5.10268
450.0,0.4,658.0,1089.0,50,0.0,0.0,0.0,0,0,28,5.08669
450.0,0.4,658.0,990.0,100,0.0,0.0,0.0,0,0,28,4.53514
300.0,0.45,748.0,1340.0,0,0.0,0.0,0.0,0,0,28,3.69186
300.0,0.45,748.0,1285.0,25,0.0,0.0,0.0,0,0,28,3.60303
300.0,0.45,748.0,1230.0,50,0.0,0.0,0.0,0,0,28,3.39142
300.0,0.45,748.0,1120.0,100,0.0,0.0,0.0,0,0,28,3.18241
350.0,0.45,711.0,1273.0,0,0.0,0.0,0.0,0,0,28,4.23265
350.0,0.45,711.0,1225.0,25,0.0,0.0,0.0,0,0,28,4.06806
350.0,0.45,711.0,1177.0,50,0.0,0.0,0.0,0,0,28,3.75195
350.0,0.45,711.0,1070.0,100,0.0,0.0,0.0,0,0,28,3.54294
450.0,0.45,636.0,1140.0,0,0.0,0.0,0.0,0,0,28,4.88056
450.0,0.45,636.0,1095.0,25,0.0,0.0,0.0,0,0,28,4.78912
450.0,0.45,636.0,1050.0,50,0.0,0.0,0.0,0,0,28,4.38418
450.0,0.45,636.0,960.0,100,0.0,0.0,0.0,0,0,28,4.06806
300.0,0.5,734.0,1314.0,0,0.0,0.0,0.0,0,0,28,3.47361
300.0,0.5,734.0,1265.0,25,0.0,0.0,0.0,0,0,28,3.39839
300.0,0.5,734.0,1207.0,50,0.0,0.0,0.0,0,0,28,3.1442
300.0,0.5,734.0,1100.0,100,0.0,0.0,0.0,0,0,28,2.98079
350.0,0.5,694.0,1243.0,0,0.0,0.0,0.0,0,0,28,4.15837
350.0,0.5,694.0,1192.0,25,0.0,0.0,0.0,0,0,28,4.07018
350.0,0.5,694.0,1141.0,50,0.0,0.0,0.0,0,0,28,3.75633
350.0,0.5,694.0,1040.0,100,0.0,0.0,0.0,0,0,28,3.53327
450.0,0.5,614.0,1100.0,0,0.0,0.0,0.0,0,0,28,4.23359
450.0,0.5,614.0,1055.0,25,0.0,0.0,0.0,0,0,28,4.14281
450.0,0.5,614.0,1010.0,50,0.0,0.0,0.0,0,0,28,3.84452
450.0,0.5,614.0,920.0,100,0.0,0.0,0.0,0,0,28,3.63702
394.0,0.47,732.84,988.94,0,0.0,0.0,0.0,0,0,7,3.24
394.0,0.47,732.84,988.94,0,0.0,0.0,0.5,3,60,7,3.34
394.0,0.47,732.84,988.94,0,0.0,0.0,1.0,3,60,7,3.37
394.0,0.47,732.84,988.94,0,0.0,0.0,1.5,3,60,7,3.47
394.0,0.47,732.84,988.94,0,0.0,0.0,2.0,3,60,7,3.54
394.0,0.47,732.84,988.94,0,0.0,0.0,2.5,3,60,7,3.26
394.0,0.47,732.84,988.94,0,0.0,0.0,0.0,0,0,14,4.43
394.0,0.47,732.84,988.94,0,0.0,0.0,0.5,3,60,14,4.49
394.0,0.47,732.84,988.94,0,0.0,0.0,1.0,3,60,14,4.64
394.0,0.47,732.84,988.94,0,0.0,0.0,1.5,3,60,14,4.78
394.0,0.47,732.84,988.94,0,0.0,0.0,2.0,3,60,14,4.96
394.0,0.47,732.84,988.94,0,0.0,0.0,2.5,3,60,14,4.45
394.0,0.47,732.84,988.94,0,0.0,0.0,0.0,0,0,28,4.84
394.0,0.47,732.84,988.94,0,0.0,0.0,0.5,3,60,28,4.85
394.0,0.47,732.84,988.94,0,0.0,0.0,1.0,3,60,28,4.9
394.0,0.47,732.84,988.94,0,0.0,0.0,1.5,3,60,28,4.93
394.0,0.47,732.84,988.94,0,0.0,0.0,2.0,3,60,28,5.0
394.0,0.47,732.84,988.94,0,0.0,0.0,2.5,3,60,28,4.82
417.15,0.45,952.0,653.54,0,0.0,4.17,0.0,0,0,7,2.00123
417.15,0.45,952.0,653.54,0,0.0,4.17,0.0,0,0,7,2.07457
417.15,0.45,952.0,653.54,0,0.0,4.17,0.25,3,50,7,2.1519
417.15,0.45,952.0,653.54,0,0.0,4.17,0.5,3,50,7,2.31692
417.15,0.45,952.0,653.54,0,0.0,4.17,0.75,3,50,7,2.30815
417.15,0.45,952.0,653.54,0,0.0,4.17,1.0,3,50,7,1.60662
417.15,0.45,952.0,653.54,0,0.0,4.17,0.0,0,0,14,2.23003
417.15,0.45,952.0,653.54,0,0.0,4.17,0.0,0,0,14,2.28025
417.15,0.45,952.0,653.54,0,0.0,4.17,0.25,3,50,14,2.31692
417.15,0.45,952.0,653.54,0,0.0,4.17,0.5,3,50,14,2.79444
417.15,0.45,952.0,653.54,0,0.0,4.17,0.75,3,50,14,2.48194
417.15,0.45,952.0,653.54,0,0.0,4.17,1.0,3,50,14,2.00123
417.15,0.45,952.0,653.54,0,0.0,4.17,0.0,0,0,28,2.45962
417.15,0.45,952.0,653.54,0,0.0,4.17,0.0,0,0,28,2.76176
417.15,0.45,952.0,653.54,0,0.0,4.17,0.25,3,50,28,2.78487
417.15,0.45,952.0,653.54,0,0.0,4.17,0.5,3,50,28,3.26638
417.15,0.45,952.0,653.54,0,0.0,4.17,0.75,3,50,28,2.94989
417.15,0.45,952.0,653.54,0,0.0,4.17,1.0,3,50,28,2.23003
380.0,0.47,730.0,1400.0,0,0.0,1.9,0.0,0,0,7,2.07
380.0,0.47,730.0,1400.0,0,0.0,1.9,0.5,4,30,7,2.47
380.0,0.47,730.0,1400.0,0,0.0,1.9,1.0,4,30,7,2.68
380.0,0.47,730.0,1400.0,0,0.0,1.9,1.5,4,30,7,2.42
380.0,0.47,730.0,1400.0,0,0.0,1.9,2.0,4,30,7,2.18
380.0,0.47,730.0,1400.0,0,0.0,1.9,0.0,0,0,28,2.35
380.0,0.47,730.0,1400.0,0,0.0,1.9,0.5,4,30,28,3.05
380.0,0.47,730.0,1400.0,0,0.0,1.9,1.0,4,30,28,3.46
380.0,0.47,730.0,1400.0,0,0.0,1.9,1.5,4,30,28,2.74
380.0,0.47,730.0,1400.0,0,0.0,1.9,2.0,4,30,28,2.51
400.0,0.45,693.0,1377.0,0,0.0,0.0,0.0,0,45,7,1.51949
400.0,0.45,693.0,1377.0,0,0.0,0.0,0.5,4,45,7,1.83217
400.0,0.45,693.0,1377.0,0,0.0,0.0,1.0,4,45,7,1.99667
400.0,0.45,693.0,1377.0,0,0.0,0.0,1.5,4,45,7,1.65138
400.0,0.45,693.0,1377.0,0,0.0,0.0,2.0,4,45,7,1.28979
400.0,0.45,693.0,1377.0,0,0.0,0.0,0.0,0,0,28,2.26243
400.0,0.45,693.0,1377.0,0,0.0,0.0,0.5,4,45,28,2.67567
400.0,0.45,693.0,1377.0,0,0.0,0.0,1.0,4,45,28,2.62644
400.0,0.45,693.0,1377.0,0,0.0,0.0,1.5,4,45,28,2.2132
400.0,0.45,693.0,1377.0,0,0.0,0.0,2.0,4,45,28,1.88201
353.0,0.55,699.0,1258.0,0,0.0,0.0,0.0,0,0,7,7.2165
353.0,0.55,698.0,1257.0,0,0.0,0.0,0.5,5,40,7,7.73675
353.0,0.55,697.0,1256.0,0,0.0,0.0,1.0,5,40,7,7.96
353.0,0.55,699.0,1258.0,0,0.0,0.0,0.0,0,0,14,8.13921
353.0,0.55,698.0,1257.0,0,0.0,0.0,0.5,5,40,14,8.02142
353.0,0.55,697.0,1256.0,0,0.0,0.0,1.0,5,40,14,8.11
353.0,0.55,699.0,1258.0,0,0.0,0.0,0.0,0,0,28,8.46969
353.0,0.55,698.0,1257.0,0,0.0,0.0,0.5,5,40,28,8.70855
353.0,0.55,697.0,1256.0,0,0.0,0.0,1.0,5,40,28,8.71
353.0,0.55,699.0,1258.0,0,0.0,0.0,0.0,0,0,56,8.66969
353.0,0.55,698.0,1257.0,0,0.0,0.0,0.5,5,40,56,8.80855
353.0,0.55,697.0,1256.0,0,0.0,0.0,1.0,5,40,56,8.81
243.0,0.55,709.0,1420.0,0,0.0,0.0,0.0,5,40,7,5.43978
243.0,0.55,709.0,1420.0,0,0.0,0.0,0.0,5,40,14,6.60135
243.0,0.55,709.0,1420.0,0,0.0,0.0,0.0,5,40,28,7.40628
243.0,0.55,708.0,1417.0,0,0.0,0.0,1.0,5,40,7,6.12691
